wikidata_id:ID(Coach),name,enwiki_title,country_of_citizenship,place_of_birth,native_language,sex_or_gender,date_of_birth,work_period_start,work_period_end
Q4013029,Vince Taylor,Vince Taylor (basketball),United States of America,Lexington,English,male,11 September 1960,1982,1997
Q3940996,Ron Williams,Ron Williams (basketball),United States of America,Weirton,English,male,24 September 1944,1968,1975
Q3829390,Lee Winfield,Lee Winfield,United States of America,St. Louis,English,male,04 February 1947,1969,1976
Q3852258,Matt Aitch,Matt Aitch,United States of America,St. Louis,English,male,21 September 1944,1967,1968
Q3930624,Ray Kuka,Ray Kuka,United States of America,Havre,English,male,17 February 1922,,
Q3946370,Sam Worthen,Sam Worthen,United States of America,Brooklyn,English,male,17 January 1958,1980,1988
Q3953576,Sean Rooks,Sean Rooks,United States of America,New York City,English,male,09 September 1969,1992,2012
Q3830259,Leo Klier,Leo Klier,United States of America,Washington,English,male,21 May 1923,1946,1951
Q3830275,Leo Rautins,Leo Rautins,Canada,Toronto,,male,20 March 1960,1983,1993
Q4018269,Warren Fenley,Warren Fenley,United States of America,Staten Island,English,male,08 February 1922,1944,1950
Q4025934,Dick Wehr,Dick Wehr,United States of America,Caldwell,English,male,09 December 1925,1948,1949
Q3856917,Mickey Johnson,Mickey Johnson,United States of America,Chicago,English,male,31 August 1952,1974,1986
Q3857412,Mike Iuzzolino,Mike Iuzzolino,United States of America,Altoona,English,male,22 January 1968,1991,2003
Q3863037,Morlon Wiley,Morlon Wiley,United States of America,New Orleans,English,male,24 September 1966,1988,1999
Q3901344,Phil Sellers,Phil Sellers,United States of America,Brooklyn,,male,20 November 1953,1976,1979
Q3930640,Ray Ragelis,Ray Ragelis,United States of America,East Chicago,English,male,10 December 1928,1951,1952
Q3934007,Rex Morgan,Rex Morgan (basketball),United States of America,Charleston,English,male,27 October 1948,,
Q3934736,Rich Laurel,Rich Laurel,United States of America,Philadelphia,English,male,11 July 1954,1977,1986
Q3938234,Robert Churchwell,Robert Churchwell,United States of America,South Bend,English,male,20 February 1972,,
Q3940992,Ron Sobieszczyk,Ron Sobieszczyk,United States of America,Chicago,English,male,21 August 1934,1956,1963
Q3962469,Skeeter Swift,Skeeter Swift,United States of America,Alexandria,English,male,19 June 1946,1969,1974
Q3993198,Tony Bennett,Tony Bennett (basketball),United States of America,Green Bay,English,male,01 June 1969,,
Q3984739,Terrence Rencher,Terrence Rencher,United States of America,The Bronx,English,male,19 February 1973,1995,2007
Q3984809,Terry Driscoll,Terry Driscoll,United States of America,Winthrop,English,male,28 August 1947,1970,1978
Q3992482,Tom Hovasse,Tom Hovasse,United States of America,Durango,English,male,31 January 1967,1989,2001
Q3992498,Tom Kropp,Tom Kropp,United States of America,Grand Island,English,male,12 February 1953,1975,1977
Q4018614,Wayne Turner,Wayne Turner (basketball),United States of America,Boston,English,male,22 March 1976,1999,2008
Q4120452,Frank Schade,Frank Schade,United States of America,Wausau,English,male,22 January 1950,1972,1973
Q3857391,Mike Farmer,Mike Farmer (basketball),United States of America,Oklahoma City,English,male,26 August 1936,1958,1966
Q40444,Kevin McHale,Kevin McHale (basketball),United States of America,Hibbing,English,male,19 December 1957,1980,1993
Q48835,Butch van Breda Kolff,Butch van Breda Kolff,United States of America,Montclair,English,male,28 October 1922,,
Q3973346,Steve Henson,Steve Henson,United States of America,Junction City,English,male,02 February 1968,1990,1999
Q3857459,Mike Sanders,Mike Sanders (basketball),United States of America,Vidalia,English,male,07 May 1960,1982,1993
Q3960170,Sidney Lowe,Sidney Lowe,United States of America,"Washington, D.C.",English,male,21 January 1960,1983,1990
Q3837069,Lorenzo Romar,Lorenzo Romar,United States of America,South Gate,English,male,13 November 1958,1980,1985
Q3849433,Mark Alarie,Mark Alarie,United States of America,Phoenix,English,male,11 December 1963,1986,1991
Q3849539,Mark Pope,Mark Pope,United States of America,Omaha,English,male,11 September 1972,1997,2005
Q3854321,Melvin Newbern,Melvin Newbern,United States of America,Toledo,English,male,11 June 1967,,
Q3857437,Mike O'Koren,Mike O%27Koren,United States of America,Jersey City,English,male,07 February 1958,1980,1988
Q3862090,Monte Towe,Monte Towe,United States of America,Marion,English,male,27 September 1953,1975,1977
Q3935041,Ricky Blanton,Ricky Blanton,United States of America,Miami,English,male,21 April 1966,1991,1995
Q3992239,Togo Palazzi,Togo Palazzi,United States of America,Union City,,male,08 August 1932,1954,1962
Q3993237,Tony Fuller,Tony Fuller,United States of America,Detroit,English,male,04 September 1958,1980,1982
Q3857364,Mike Brown,"Mike Brown (basketball, born 1963)",United States of America,Newark,English,male,19 July 1963,1985,2001
Q3827176,Larry Staverman,Larry Staverman,United States of America,Newport,English,male,11 October 1936,1958,1964
Q3830796,Leroy Combs,Leroy Combs,United States of America,Oklahoma City,English,male,01 January 1961,,
Q3835001,Litterial Green,Litterial Green,United States of America,Pascagoula,English,male,07 March 1970,1992,2002
Q3856181,Michael Holton,Michael Holton,United States of America,Seattle,English,male,04 August 1961,,
Q3857357,Mike Barr,Mike Barr (basketball),United States of America,Canton,English,male,19 October 1950,1972,1978
Q3867448,Murray Wier,Murray Wier,United States of America,Grandview,English,male,12 December 1926,1948,1951
Q3878433,Norm Stewart,Norm Stewart,United States of America,Leonard,English,male,20 January 1935,,
Q3942304,Rudy Hackett,Rudy Hackett,United States of America,Mount Vernon,English,male,10 May 1953,1975,1988
Q3980341,Tal Skinner,Talvin Skinner,United States of America,Berlin,English,male,10 September 1952,1974,1976
Q3938465,Robert Werdann,Robert Werdann,United States of America,Queens,English,male,12 September 1970,1992,2000
Q3939904,Rodney Monroe,Rodney Monroe,United States of America,Baltimore,English,male,16 April 1968,1991,2007
Q3940266,Rolando Ferreira,Rolando Ferreira,Brazil,Curitiba,,male,24 May 1964,1983,2001
Q3952866,Scott Roth,Scott Roth,United States of America,Cleveland,English,male,03 June 1963,1985,1994
Q4017829,Wallace Bryant,Wallace Bryant,United States of America,Torrejón de Ardoz,English,male,14 July 1959,1982,1997
Q4017850,Walt Budko,Walt Budko,United States of America,Kearny,English,male,30 July 1925,1948,1952
Q4018592,Wayne Chapman,Wayne Chapman (basketball),United States of America,Owensboro,English,male,15 June 1945,1968,1972
Q4018618,Wayne Yates,Wayne Yates,United States of America,North Little Rock,,male,07 November 1937,1961,1962
Q4019569,Whitey Martin,Whitey Martin,United States of America,Buffalo,English,male,11 April 1939,1961,1962
Q4019758,Wilbur Holland,Wilbur Holland,United States of America,Columbus,English,male,08 November 1951,1975,1983
Q4024141,Zendon Hamilton,Zendon Hamilton,United States of America,Floral Park,English,male,27 April 1975,1998,2012
Q40490,Tod Murphy,Tod Murphy,United States of America,Long Beach,English,male,24 December 1963,1987,1998
Q3849577,Mark Wade,Mark Wade,United States of America,Torrance,English,male,15 October 1965,1987,1990
Q4401184,Nate Blackwell,Nate Blackwell,United States of America,Philadelphia,English,male,15 February 1965,1987,1987
Q440324,Erik Spoelstra,Erik Spoelstra,United States of America,Evanston,English,male,01 November 1970,1993,1995
Q443125,Darren Morningstar,Darren Morningstar,United States of America,Stevenson,English,male,22 April 1969,1992,1998
Q3815277,Kim Anderson,Kim Anderson (basketball),United States of America,Sedalia,English,male,12 May 1955,1977,1982
Q380541,Mike Miller,"Mike Miller (basketball, born 1980)",United States of America,Mitchell,English,male,19 February 1980,2000,2017
Q4821393,Don Anielak,Don Anielak,United States of America,St. Louis,English,male,01 November 1930,1954,1955
Q2453176,Dee Brown,"Dee Brown (basketball, born 1984)",United States of America,Jackson,English,male,17 August 1984,2006,2015
Q3820599,Mark Baker,Mark Baker (basketball),United States of America,Dayton,English,male,11 November 1969,1992,2001
Q3809470,John McCullough,John McCullough (basketball),United States of America,Lima,English,male,05 October 1956,1981,1985
Q3815292,Kim Hughes,Kim Hughes (basketball),United States of America,Freeport,English,male,04 June 1952,1974,1989
Q3807784,Jeff Lebo,Jeff Lebo,United States of America,Carlisle,English,male,05 October 1966,,
Q3808020,Jerry Eaves,Jerry Eaves,United States of America,Louisville,English,male,08 February 1959,,
Q3808661,Joe Holup,Joe Holup,United States of America,Swoyersville,English,male,26 February 1934,1956,1958
Q3809501,John Morton,John Morton (basketball),United States of America,The Bronx,English,male,18 May 1967,1989,2002
Q2354921,Grady Lewis,Grady Lewis,United States of America,Boyd,English,male,25 March 1917,1939,1949
Q3808413,Jimmy Darden,Jimmy Darden,United States of America,Cheyenne,English,male,19 June 1922,1947,1951
Q3808645,Joe Crispin,Joe Crispin,United States of America,Pitman,English,male,18 July 1979,2001,2012
Q3814636,Kenny Natt,Kenny Natt,United States of America,Monroe,English,male,05 October 1958,1980,1989
Q2362843,Robert Pack,Robert Pack (basketball),United States of America,New Orleans,English,male,03 February 1969,1991,2005
Q380033,Aleksandar Đorđević,Aleksandar %C4%90or%C4%91evi%C4%87,Serbia; Serbia and Montenegro; Federal Republic of Yugoslavia; Socialist Federal Republic of Yugoslavia,Belgrade,,male,26 August 1967,1983,2005
Q380515,Willis Reed,Willis Reed,United States of America,Dubach,,male,25 June 1942,1964,1974
Q385436,Dana Barros,Dana Barros,United States of America,Boston,English,male,13 April 1967,1989,2004
Q2450307,Acie Law,Acie Law,United States of America,Dallas,English,male,25 January 1985,2007,2014
Q2500189,Jarron Collins,Jarron Collins,United States of America,Los Angeles,English,male,02 December 1978,2001,2011
Q3646294,Buck Sydnor,Buck Sydnor,United States of America,Logan County,English,male,19 September 1921,1946,1947
Q3809053,John Bagley,John Bagley (basketball),United States of America,Bridgeport,English,male,23 April 1960,1982,1993
Q3644479,Brian Mahoney,Brian Mahoney (basketball),United States of America,Rockville Centre,English,male,17 December 1948,1972,1973
Q2449958,Milt Palacio,Milt Palacio,United States of America; Belize,Los Angeles,English,male,07 February 1978,1999,2013
Q2471705,Corliss Williamson,Corliss Williamson,United States of America,Russellville,English,male,04 December 1973,1995,2007
Q2500405,Darvin Ham,Darvin Ham,United States of America,Saginaw,English,male,23 July 1973,1996,2008
Q3808332,Jim Farmer,Jim Farmer,United States of America,Dothan,English,male,23 September 1964,1987,1997
Q3809548,John Pinone,John Pinone,United States of America,Hartford,English,male,19 February 1961,1983,1993
Q3809733,Johnny Macknowski,Johnny Macknowski,United States of America,Russia,English,male,07 January 1923,1947,1951
Q3814433,Kelvin Upshaw,Kelvin Upshaw,United States of America,Chicago,English,male,24 January 1963,1986,1999
Q3809519,John Oldham,John Oldham (basketball),United States of America,Beaver Dam,English,male,22 June 1923,1949,1951
Q4266611,John McConathy,John McConathy,United States of America,Gibsland,English,male,09 April 1930,1951,1952
Q434824,Rick Barry,Rick Barry,United States of America,Elizabeth,English,male,28 March 1944,1965,1980
Q382285,Josh Howard,Josh Howard,United States of America,Winston-Salem,English,male,28 April 1980,2003,2014
Q3808328,Jim Davis,Jim Davis (basketball player),United States of America,Muncie,English,male,18 December 1941,1964,1975
Q2350312,Alton Lister,Alton Lister,United States of America,Dallas,English,male,01 October 1958,1981,1998
Q4760739,Andy Greer,Andy Greer,United States of America,,,male,06 August 1962,,
Q2370493,Ned Endress,Ned Endress,United States of America,Akron,English,male,02 March 1918,1946,1947
Q3814327,Keith Lee,Keith Lee (basketball),United States of America,West Memphis,English,male,28 December 1962,1985,
Q384252,Brad Holland,Brad Holland,United States of America,Billings,English,male,06 December 1956,1979,1982
Q3644462,Brian Hill,Brian Hill (basketball),United States of America,East Orange,English,male,19 September 1947,,
Q3645471,Bruce Hale,Bruce Hale,United States of America,Medford,English,male,30 August 1918,1946,1951
Q3646336,Bud Ogden,Bud Ogden,United States of America,San Luis Obispo,English,male,29 December 1946,1969,1971
Q3649985,Cal Ramsey,Cal Ramsey,United States of America,Selma,English,male,13 July 1937,1959,1961
Q2351523,Mitchell Wiggins,Mitchell Wiggins,United States of America,Kinston,English,male,28 September 1959,,
Q2456047,Frank Vogel,Frank Vogel,United States of America,Wildwood,English,male,21 June 1973,,
Q2360324,Caldwell Jones,Caldwell Jones,United States of America,McGehee,English,male,04 August 1950,1973,1990
Q440357,Sam Jones,"Sam Jones (basketball, born 1933)",United States of America,Wilmington,,male,24 June 1933,1957,1969
Q2385023,Steve Mix,Steve Mix,United States of America,Toledo,English,male,30 December 1947,1969,1983
Q2387113,Henry Bibby,Henry Bibby,United States of America,Franklinton,English,male,24 November 1949,1972,1981
Q3814628,Kenny Gattison,Kenny Gattison,United States of America,Wilmington,English,male,23 May 1964,1986,1996
Q3643656,Brandin Knight,Brandin Knight,United States of America,Livingston,English,male,16 December 1981,2003,2005
Q3646337,Bud Olsen,Bud Olsen,United States of America,Hobart,English,male,25 July 1940,1962,1970
Q3658790,Carl Nicks,Carl Nicks (basketball),United States of America,Chicago,English,male,06 October 1958,1980,1989
Q3827112,Laron Profit,Laron Profit,United States of America,Charleston,English,male,05 August 1977,1999,2010
Q4356763,Ron Feiereisel,Ron Feiereisel,United States of America,Chicago,English,male,06 August 1931,1955,1956
Q2396423,Dwayne Jones,Dwayne Jones (basketball),United States of America,Morgantown,English,male,09 June 1983,2005,2017
Q3644272,Brent Scott,Brent Scott (basketball),United States of America,Jackson,English,male,15 June 1971,1993,2007
Q3808371,Jim Petersen,Jim Petersen,United States of America,Minneapolis,English,male,22 February 1962,1984,1992
Q3808606,Joby Wright,Joby Wright,United States of America,Savannah,English,male,05 September 1950,1972,1978
Q3814840,Kevin Pritchard,Kevin Pritchard,United States of America,Bloomington,English,male,18 July 1967,1990,1998
Q4020208,Willie McCarter,Willie McCarter,United States of America,Gary,,male,26 July 1946,1969,1972
Q3807984,Jermaine Jackson,Jermaine Jackson (basketball),United States of America,Detroit,English,male,07 June 1976,1999,2012
Q380006,Darius Songaila,Darius Songaila,Lithuania,Marijampolė,,male,14 February 1978,2002,2015
Q390215,Paul Mokeski,Paul Mokeski,United States of America,Spokane,English,male,03 January 1957,1979,1993
Q3808362,Jim Moran,Jim Moran (basketball),United States of America; Republic of Ireland,Syosset,English,male,03 December 1978,2001,2011
Q3666350,Charles Bradley,Charles Bradley (basketball),United States of America,Havre de Grace,English,male,16 May 1959,1981,1985
Q2469598,Nolan Smith,Nolan Smith,United States of America,Louisville,English,male,25 July 1988,2011,2015
Q431329,Kevin Restani,Kevin Restani,United States of America,San Francisco,English,male,23 December 1951,1974,1988
Q3808382,Jim Thomas,Jim Thomas (basketball),United States of America,Lakeland,English,male,19 October 1960,1983,1994
Q387141,Alex Hannum,Alex Hannum,United States of America,Los Angeles,English,male,19 July 1923,1948,1957
Q388134,Jerry Sloan,Jerry Sloan,United States of America,McLeansboro,English,male,28 March 1942,1965,1976
Q433148,Christian Laettner,Christian Laettner,United States of America,Angola,English,male,17 August 1969,1992,2005
Q440111,Vin Baker,Vin Baker,United States of America,Lake Wales,English,male,23 November 1971,1993,2006
Q2355201,Greg Foster,Greg Foster (basketball),United States of America,Oakland,English,male,03 October 1968,1990,2003
Q3646218,Bubba Wells,Bubba Wells,United States of America,Russellville,English,male,26 July 1974,1997,2005
Q3827132,Larry Cannon,Larry Cannon (basketball),United States of America,Philadelphia,English,male,12 April 1947,1969,1977
Q2447626,Tyronn Lue,Tyronn Lue,United States of America,Mexico,English,male,03 May 1977,1998,2009
Q2454488,Jay Triano,Jay Triano,Canada,Tillsonburg,,male,21 September 1958,1981,1986
Q2467522,Igor Kokoškov,Igor Koko%C5%A1kov,Serbia; United States of America,Belgrade,,male,17 December 1971,,
Q3808017,Jerry Bush,Jerry Bush,United States of America,Brooklyn,English,male,06 September 1914,,
Q3808305,Jim Baechtold,Jim Baechtold,United States of America,McKeesport,English,male,09 December 1927,1952,1957
Q3814335,Keith Starr,Keith Starr,United States of America,Sewickley,English,male,14 March 1954,,
Q3814814,Kevin Gamble,Kevin Gamble,United States of America,Springfield,English,male,13 November 1965,1987,1997
Q3808408,Jimmy Collins,Jimmy Collins (basketball),United States of America,Syracuse,English,male,24 November 1946,1970,1972
Q3820613,LaSalle Thompson,LaSalle Thompson,United States of America,Cincinnati,English,male,23 June 1961,1981,1997
Q4120761,Leon Blevins,Leon Blevins,United States of America,Black Oak,English,male,25 June 1926,1950,1951
Q3664090,Cecil Hankins,Cecil Hankins,United States of America,Fayette,English,male,06 January 1922,,
Q3666408,Charles Hardnett,Charles Hardnett,United States of America,Atlanta,English,male,13 September 1938,1962,1968
Q2351747,Erick Barkley,Erick Barkley,United States of America,Brooklyn,English,male,21 February 1978,2000,2011
Q3807775,Jeff Bzdelik,Jeff Bzdelik,United States of America,Mount Prospect,English,male,01 December 1952,,
Q3809520,John Olive,John Olive,United States of America,Philadelphia,English,male,01 March 1955,,
Q3809737,Johnny Neumann,Johnny Neumann,United States of America,Memphis,English,male,11 September 1950,1971,1979
Q2438533,Clifton McNeely,Clifton McNeely,United States of America,"Greenwood, Wise County, Texas",English,male,22 June 1919,,
Q3826619,Lanard Copeland,Lanard Copeland,Australia; United States of America,Atlanta,English,male,26 July 1965,1989,2008
Q3808643,Joe Colone,Joe Colone,United States of America,Berwick,English,male,23 January 1924,,
Q3808666,Joe Kopicki,Joe Kopicki,United States of America,Warren,English,male,12 June 1960,1982,1993
Q3809636,John Stroeder,John Stroeder,United States of America,Bremerton,English,male,24 July 1958,1980,1991
Q3814516,Ken Suesens,Ken Suesens,United States of America,Des Moines,English,male,23 October 1916,1938,1949
Q3814637,Kenny Payne,Kenny Payne,United States of America,Laurel,English,male,25 November 1966,1989,2000
Q3808040,Jerry Reynolds,"Jerry Reynolds (basketball, born 1962)",United States of America,Brooklyn,English,male,23 December 1962,1985,2001
Q4019746,Wil Jones,Wil Jones (basketball),United States of America,McGehee,English,male,27 February 1947,1969,1978
Q51046895,"Steve Jones, Jr.",,,,,male,,,
