wikidata_id:ID(Player),name,enwiki_title,country_of_citizenship,place_of_birth,native_language,sex_or_gender,date_of_birth,height,mass,work_period_start,work_period_end,nickname,handedness,schools_attended
Q1583419,Johnny Norlander,Johnny Norlander,United States of America,Virginia,English,male,05 March 1921,190 centimetre,82 kilogram,,,,,Hamline University
Q106328397,Nikola Jović,Nikola Jovi%C4%87,Serbia,Leicester,,male,09 June 2003,2.08 metre,,,,,,
Q6920666,Earle Higgins,Earle Higgins,United States of America,Ann Arbor,English,male,30 December 1946,203 centimetre,88 kilogram,,,,,Eastern Michigan University
Q605561,Jerel McNeal,Jerel McNeal,United States of America,Chicago,English,male,01 June 1987,191 centimetre; 190 centimetre,91 kilogram,2009,,,,Marquette University; Hillcrest High School
Q106123797,Caleb Houstan,Caleb Houstan,Canada,Mississauga,,male,09 January 2003,,,,,,,
Q7000617,Red Dehnert,Red Dehnert,United States of America,New York City,English,male,24 January 1924,191 centimetre,79 kilogram,1946,1949,,,St. John's University; Columbia University
Q3973346,Steve Henson,Steve Henson,United States of America,Junction City,English,male,02 February 1968,180 centimetre,177 pound,1990,1999,,,Kansas State University; McPherson High School
Q7051490,Norm Grekin,Norm Grekin,United States of America,Philadelphia,English,male,22 June 1930,196 centimetre,180 pound,,,,,La Salle University; West Philadelphia High School
Q7109779,Otto Porter,Otto Porter Jr.,United States of America,St. Louis,English,male,03 June 1993,203 centimetre,90 kilogram,2013,,,,Scott County Central High School; Georgetown University
Q31887474,Kelan Martin,Kelan Martin,United States of America,Louisville,,male,03 August 1995,201 centimetre; 79 inch,100 kilogram; 220 pound,2018,,,,Ballard High School; Butler University
Q1468968,John Brown,"John Brown (basketball, born 1951)",United States of America,Frankfurt,English,male,14 December 1951,201 centimetre,100 kilogram,1973,1983,,,University of Missouri
Q6847384,Mike James,"Mike James (basketball, born 1990)",United States of America,Portland,English,male,18 August 1990,185 centimetre,86 kilogram,2012,,,,Grant High School; Lamar University; Eastern Arizona College
Q817876,Bennie Swain,Bennie Swain,United States of America,Talladega,English,male,16 December 1933,203 centimetre,100 kilogram,,1959,,,Texas Southern University
Q20931764,Patricio Garino,Patricio Garino,Argentina; Italy,Mar del Plata,,male,17 May 1993,198 centimetre,203 pound,2016,,Pato,,George Washington University; Montverde Academy
Q30928984,Troy Caupain,Troy Caupain,United States of America,New York City,,male,29 November 1995,193 centimetre; 76 inch,91 kilogram; 95 kilogram,2017,,,,University of Cincinnati
Q866619,Bison Dele,Bison Dele,United States of America,Fresno,English,male,06 April 1969,206 centimetre,107 kilogram,1991,1999,,,Saint Monica Catholic High School; Bishop Gorman High School; University of Maryland
Q1463651,Willie Burton,Willie Burton,United States of America,Detroit,English,male,26 May 1968,203 centimetre,95 kilogram,1990,2004,,,University of Minnesota; Saint Martin de Porres High School
Q3973191,Stephen Howard,Stephen Howard (basketball),United States of America,Dallas,English,male,15 July 1970,206 centimetre,102 kilogram,1992,2008,,,Bishop Lynch High School; DePaul University
Q1555321,Gus Johnson,Gus Johnson (basketball),United States of America,Akron,English,male,13 December 1938,198 centimetre,105 kilogram,1963,1973,,,University of Idaho
Q3973222,Stephen Wilson,Steve Wilson (basketball),United States of America,Richmond,English,male,16 October 1948,196 centimetre,84 kilogram,,,,,Hanover College
Q864225,Odis Allison,Odis Allison,United States of America,Oakland,English,male,02 October 1949,198 centimetre,88 kilogram,1971,1972,,,"McClymonds High School; University of Nevada, Las Vegas"
Q1463735,Bill Hosket,Bill Hosket Jr.,United States of America,Dayton,English,male,20 December 1946,203 centimetre,102 kilogram,,1972,,,Ohio State University; Belmont High School
Q1022508,C. J. Miles,C. J. Miles,United States of America,Dallas,,male,18 March 1987,198 centimetre,102 kilogram,2005,,,,Skyline High School
Q2739148,Stefano Rusconi,Stefano Rusconi,Italy,Bassano del Grappa,,male,02 October 1968,206 centimetre,125 kilogram,1985,2010,,,
Q1393488,Ricky Wilson,Ricky Wilson (basketball),United States of America,Hampton,English,male,16 July 1964,191 centimetre,88 kilogram,1986,1994,,,Phoebus High School; George Mason University
Q3639989,Bill Martin,Bill Martin (basketball),United States of America,"Washington, D.C.",English,male,16 August 1962,201 centimetre,205 pound,1985,1995,,,Georgetown University; McKinley Technology High School
Q3637939,Ben Kelso,Ben Kelso,United States of America,Flint,English,male,11 April 1949,190 centimetre,195 pound,1973,1974,,,Central Michigan University
Q3637950,Ben Schadler,Ben Schadler,United States of America,Benton Harbor,English,male,09 March 1924,183 centimetre,84 kilogram,1947,1949,,,Northwestern University
Q3638682,Bernard Toone,Bernard Toone,United States of America,Yonkers,,male,14 July 1956,206 centimetre,95 kilogram,1979,1983,,,Marquette University; Gorton High School
Q3639956,Bill Buntin,Bill Buntin,United States of America,Detroit,English,male,05 May 1942,201 centimetre,250 pound,1965,1966,,,Northern High School; University of Michigan
Q3640044,Billy Keller,Billy Keller,United States of America,Indianapolis,English,male,30 August 1947,178 centimetre,180 pound,1969,1976,Bill; Billy,,Purdue University; George Washington Community High School
Q1424170,Otis Smith,Otis Smith (basketball),United States of America,Jacksonville,English,male,30 January 1964,196 centimetre,95 kilogram,1986,1997,,,Westside High School; Jacksonville University
Q3638842,Bernie Fryer,Bernie Fryer,United States of America,Bellingham,English,male,25 December 1949,190 centimetre,185 pound,1973,1975,,,Brigham Young University
Q3639967,Bill Dinwiddie,Bill Dinwiddie,United States of America,Muncie,English,male,15 July 1943,201 centimetre,220 pound,,,,,Muncie Central High School; New Mexico Highlands University
Q3639987,Bill Ligon,Bill Ligon,United States of America,Nashville,English,male,29 May 1952,193 centimetre,82 kilogram,,,,,Vanderbilt University Law School; Vanderbilt University
Q28450897,Jaren Jackson Jr.,Jaren Jackson Jr.,United States of America,Carmel,,male,15 September 1999,83 inch,226 pound,2018,,,,Michigan State University; La Lumiere School; Park Tudor School
Q3639960,Bill Chamberlain,Bill Chamberlain,United States of America,Long Island,English,male,06 December 1949,198 centimetre,188 pound,1972,1974,,,University of North Carolina at Chapel Hill; Long Island Lutheran Middle and High School
Q1378121,Keith Langford,Keith Langford,Turkey; United States of America,Fort Worth,English; Turkish,male,15 September 1983,193 centimetre,92 kilogram,2005,,,,University of Kansas; North Crowley High School
Q1390262,Joel Przybilla,Joel Przybilla,United States of America,Monticello,English,male,10 October 1979,216 centimetre,116 kilogram,2000,2013,,,Monticello High School; University of Minnesota
Q1390766,John Kuester,John Kuester,United States of America,Richmond,English,male,06 February 1955,188 centimetre,82 kilogram,1977,1980,,,Benedictine High School; University of North Carolina at Chapel Hill
Q1424397,Kendall Gill,Kendall Gill,United Kingdom,Paisley,,male,25 May 1968,196 centimetre,89 kilogram,1990,2005,,,Rich Central High School; University of Illinois at Urbana–Champaign
Q1385557,Fred Jones,Fred Jones (basketball),United States of America,Malvern,English,male,11 March 1979,193 centimetre,95 kilogram,2002,2011,,,Sam Barlow High School; University of Oregon
Q3639990,Bill Mayfield,Bill Mayfield,United States of America,Detroit,English,male,17 October 1957,201 centimetre,205 pound,1981,1985,,,Cass Technical High School; University of Iowa
Q3640058,Billy Ray Bates,Billy Ray Bates,United States of America,Kosciusko,English,male,31 May 1956,193 centimetre,95 kilogram,,,,,Kentucky State University
Q3638844,Bernie Williams,Bernie Williams (basketball),United States of America,"Washington, D.C.",English,male,30 December 1945,190 centimetre,175 pound,1969,1974,,,La Salle University; DeMatha Catholic High School
Q1381221,Nathaniel Clifton,Nat Clifton,United States of America,Little Rock,English,male,13 October 1922,198 centimetre,100 kilogram,,,,,DuSable High School; Xavier University of Louisiana
Q28839789,Nico Mannion,Nico Mannion,Italy; United States of America,Siena,,male,14 March 2001,1.88 metre,73 kilogram,,,,,University of Arizona; Pinnacle High School
Q1424495,Reggie Theus,Reggie Theus,United States of America,Inglewood,English,male,13 October 1957,201 centimetre,86 kilogram,1978,1993,,,"Inglewood High School; University of Nevada, Las Vegas"
Q1413920,Jon Leuer,Jon Leuer,United States of America,Long Lake,English,male,14 May 1989,208 centimetre,103 kilogram,2011,,,,University of Wisconsin–Madison
Q1424502,Derrick McKey,Derrick McKey,United States of America,Meridian,English,male,10 October 1966,206 centimetre,93 kilogram,1987,2002,,,Meridian High School; University of Alabama
Q28935440,Bonzie Colson,Bonzie Colson,United States of America,"Washington, D.C.",,male,12 January 1996,77 inch,102 kilogram,2018,,,,University of Notre Dame; St. Andrew's School
Q29045079,Gary Trent Jr.,Gary Trent Jr.,United States of America,Columbus,,male,18 January 1999,78 inch,213 pound,2018,,,,Duke University
Q3638888,Bert Cook,Bert Cook (basketball),United States of America,Hooper,English,male,26 April 1929,190 centimetre,185 pound,1954,1955,,,Utah State University
Q28925029,Wendell Carter Jr.,Wendell Carter Jr.,United States of America,Atlanta,,male,16 April 1999,206 centimetre,117 kilogram,2018,,,,Duke University; Pace Academy
Q3640054,Billy McKinney,Billy McKinney (basketball),United States of America,Waukegan,English,male,05 June 1955,183 centimetre,160 pound,1978,1985,The Crazed Hummingbird,,Northwestern University; Zion-Benton Township High School
Q1424462,Anthony Avent,Anthony Avent,United States of America,Rocky Mount,English,male,18 October 1969,206 centimetre,107 kilogram,1991,2001,,,Malcolm X Shabazz High School; Seton Hall University
Q1424436,Clarence Kea,Clarence Kea,United States of America,Wilmington,English,male,02 February 1959,198 centimetre,99 kilogram,1980,1994,,,New Hanover High School; Lamar University
Q1424414,Rodney McCray,Rodney McCray (basketball),United States of America,Mount Vernon,English,male,29 August 1961,201 centimetre,100 kilogram,1983,1993,,,Mount Vernon High School; University of Louisville
Q1424613,Melvin Booker,Melvin Booker,United States of America,Pascagoula,English,male,20 August 1972,185 centimetre,87 kilogram,1994,2008,,,University of Missouri; Moss Point School District
Q3639969,Bill Downey,Bill Downey,United States of America,Shorewood,English,male,11 November 1923,198 centimetre,95 kilogram,1947,1948,,,Marquette University
Q3639966,Bill Davis,Bill Davis (basketball),United States of America,,English,male,03 October 1921,191 centimetre,98 kilogram,1946,1948,,,University of Notre Dame
Q1392517,Otis Thorpe,Otis Thorpe,United States of America,Boynton Beach,English,male,05 August 1962,206 centimetre,102 kilogram,1984,2001,,,Lake Worth Community High School; Providence College
Q3637932,Ben Gillery,Ben Gillery,United States of America,Detroit,English,male,19 September 1965,213 centimetre,235 pound,,,,,Georgetown University
Q3637933,Ben Handlogten,Ben Handlogten,United States of America,Grand Rapids,English,male,16 November 1973,208 centimetre,115 kilogram,1996,2006,,,Western Michigan University; South Christian High School
Q3639961,Bill Closs,Bill Closs,United States of America,Texas,English,male,08 January 1922,196 centimetre,88 kilogram,1949,1952,,,Rice University
Q3639994,Bill Newton,Bill Newton (basketball),United States of America,Rockville,English,male,22 December 1950,206 centimetre,220 pound,1972,1974,Fig,,Louisiana State University
Q3640006,Bill Tosheff,Bill Tosheff,United States of America,Gary,English,male,02 June 1926,185 centimetre,79 kilogram,,,,,Indiana University Bloomington
Q3640008,Bill Willoughby,Bill Willoughby,United States of America,Englewood,English,male,20 May 1957,203 centimetre,205 pound,1975,1984,,,Dwight Morrow High School; Fairleigh Dickinson University
Q1424128,Ron Mercer,Ron Mercer,United States of America,Nashville,English,male,18 May 1976,201 centimetre,95 kilogram,1997,2005,,,University of Kentucky
Q28105058,Vincent Poirier,Vincent Poirier,France,Clamart,,male,17 October 1993,213 centimetre,107 kilogram,2012,,,,Toulouse III University - Paul-Sabatier
Q28810445,Michael Porter Jr.,Michael Porter Jr.,United States of America,Columbia,,male,29 June 1998,82 inch,96 kilogram,2018,,,,Nathan Hale High School; University of Missouri; Father Augustine Tolton Regional Catholic High School
Q1389137,Tony Delk,Tony Delk,United States of America,Covington,English,male,28 January 1974,185 centimetre,86 kilogram,1996,2008,,,University of Kentucky; Haywood High School
Q1392830,Keith Bogans,Keith Bogans,United States of America,Alexandria,English,male,12 May 1980,196 centimetre,98 kilogram,2003,2016,,,University of Kentucky; DeMatha Catholic High School
Q3640007,Bill Turner,Bill Turner (basketball),United States of America,Akron,English,male,18 February 1944,201 centimetre,220 pound,1967,1973,,,National Inventors Hall of Fame STEM High School
Q29045037,Troy Brown Jr.,Troy Brown Jr.,United States of America,Las Vegas,,male,28 July 1999,78 inch,210 pound,2018,,,,University of Oregon; Centennial High School
Q1386659,Sam Mitchell,Sam Mitchell (basketball),United States of America,Columbus,English,male,02 September 1963,198 centimetre,95 kilogram,1985,2002,,,Mercer University; Columbus High School
Q29045021,Jarred Vanderbilt,Jarred Vanderbilt,United States of America,Houston,,male,03 April 1999,81 inch,215 pound,2018,,,,University of Kentucky
Q29045112,Trae Young,Trae Young,United States of America,Lubbock,,male,19 September 1998,75 inch,164 pound,2018,,,,University of Oklahoma; Norman North High School
Q1407902,Reggie Johnson,"Reggie Johnson (basketball, born 1957)",United States of America,Atlanta,English,male,25 June 1957,206 centimetre,93 kilogram,1980,1995,,,"University of Tennessee, Knoxville; Cedar Grove High School"
Q3639953,Bill Bolger,Bill Bolger,United States of America,New York City,English,male,21 August 1931,196 centimetre,205 pound,1953,1954,,,Georgetown University; Xavier High School
Q28054144,O.G. Anunoby,OG Anunoby,United Kingdom,London,,male,17 July 1997,203 centimetre,107 kilogram,2017,,,,Jefferson City High School; Indiana University Bloomington
Q28076255,Adam Mokoka,Adam Mokoka,France,Paris,,male,18 July 1998,196 centimetre,86 kilogram,2015,,,,
Q28935742,John Collins,John Collins (basketball),United States of America,Layton,,male,23 September 1997,208 centimetre,235 pound,2017,,,,Wake Forest University; Cardinal Newman High School
Q3639978,Bill Herman,Bill Herman,United States of America,,English,male,17 May 1924,190 centimetre,77 kilogram,,,,,University of Mount Union
Q3640013,Bill Zopf,Bill Zopf,United States of America,Monaca,English,male,07 June 1948,185 centimetre,170 pound,1970,1971,,,Duquesne University
Q1394224,Mike Taylor,Mike Taylor (basketball player),United States of America,Chicago,English,male,21 January 1986,188 centimetre,75 kilogram,2007,,,,John Marshall High School; Iowa State University
Q28731753,Justin Patton,Justin Patton,United States of America,Omaha,English,male,14 June 1997,213 centimetre,104 kilogram,2017,,,,Creighton University; Omaha North High School
Q3639957,Bill Bunting,Bill Bunting,United States of America,New Bern,English,male,26 August 1947,203 centimetre,91 kilogram,,,,,University of North Carolina at Chapel Hill; New Bern High School
Q3640004,Bill Thieben,Bill Thieben,United States of America,Sayville,English,male,28 March 1935,201 centimetre,98 kilogram,1956,1958,,,Sayville High School
Q1381732,Mikki Moore,Mikki Moore,United States of America,Orangeburg,English,male,04 November 1975,211 centimetre,101 kilogram,1997,2013,,,University of Nebraska–Lincoln
Q1393162,Gail Goodrich,Gail Goodrich,United States of America,Los Angeles,English,male,23 April 1943,185 centimetre,77 kilogram,1965,1979,Stumpy; The Stump,,"University of California, Los Angeles; John H. Francis Polytechnic High School"
Q28151848,Robert Williams,Robert Williams III,United States of America,Shreveport,English,male,17 October 1997,81 inch,108 kilogram,2018,,,,Texas A&M University; North Caddo High School
Q1424134,LaPhonso Ellis,LaPhonso Ellis,United States of America,East St. Louis,English,male,05 May 1970,203 centimetre,109 kilogram,1992,2003,,,University of Notre Dame; East St. Louis Lincoln High School
Q1421720,Stanley Roberts,Stanley Roberts,United States of America,Hopkins,English,male,07 February 1970,213 centimetre,130 kilogram,1990,2004,,,Louisiana State University; Lower Richland High School
Q1382444,Tariq Abdul-Wahad,Tariq Abdul-Wahad,France,Maisons-Alfort,,male,03 November 1974,198 centimetre,101 kilogram,1997,2003,,,University of Michigan
Q1419688,Randolph Childress,Randolph Childress,United States of America,"Washington, D.C.",English,male,21 September 1972,190 centimetre,85 kilogram,1995,2011,,,Flint Hill School; Wake Forest University
Q1424165,Felton Spencer,Felton Spencer,United States of America,Louisville,,male,05 January 1968,213 centimetre,120 kilogram,1990,2002,,,University of Louisville; Eastern High School
Q1424475,Chris Gatling,Chris Gatling,United States of America,Elizabeth,English,male,03 September 1967,208 centimetre,100 kilogram,1991,2003,,,Elizabeth High School; Old Dominion University
Q28741203,LaMelo Ball,LaMelo Ball,United States of America,Chino Hills,English,male,22 August 2001,2 metre,160 pound,2018,,,,Chino Hills High School
Q28935925,Luke Kennard,Luke Kennard (basketball),United States of America,Middletown,,male,24 June 1996,198 centimetre,92 kilogram,2017,,,,Duke University; Franklin High School
Q28839932,Trevon Duval,Trevon Duval,United States of America,Hockessin,,male,03 August 1998,75 inch,190 pound,2018,,,,Duke University; Saint Benedict's Preparatory School
Q1393433,Eric White,Eric White (basketball),United States of America,San Francisco,English,male,30 December 1965,203 centimetre,91 kilogram,1987,1991,,,Pepperdine University; Sacred Heart Cathedral Preparatory
Q28940965,Jawun Evans,Jawun Evans,United States of America,Greenville,,male,26 June 1996,185 centimetre,185 pound,2017,,,,Justin F. Kimball High School; Oklahoma State University–Stillwater
Q28967738,Luke Kornet,Luke Kornet,United States of America,Lexington,,male,15 July 1995,85 inch,250 pound,2017,,,,Vanderbilt University; Liberty Christian School
Q28972128,Marvin Bagley III,Marvin Bagley III,United States of America,Tempe,,male,14 March 1999,83 inch,107 kilogram,2018,,,,Sierra Canyon School; Corona del Sol High School; Duke University; Duke University
Q29044421,Collin Sexton,Collin Sexton,United States of America,Marietta,,male,04 January 1999,75 inch,86 kilogram,2018,,,,Pebblebrook High School; University of Alabama
Q29044852,P. J. Washington,P. J. Washington,United States of America,Louisville,,male,23 August 1998,79 inch,229 pound,2019,,,,University of Kentucky
Q3639977,Bill Henry,Bill Henry (basketball),United States of America,Dallas,English,male,27 December 1924,206 centimetre,98 kilogram,1947,1950,,,Rice University
Q44858580,Onyeka Okongwu,Onyeka Okongwu,United States of America,Los Angeles,,male,11 December 2000,2.03 metre,245 pound,,,,,Chino Hills High School; University of Southern California
Q47501215,Killian Hayes,Killian Hayes,France; United States of America,Lakeland,,male,27 July 2001,196 centimetre,98 kilogram; 88 kilogram,2017,,,,
Q46548455,Erik McCree,Erik McCree,United States of America,Orlando,,male,20 December 1993,203 centimetre,102 kilogram,2017,,,,West Orange High School; Murray State University
Q1606675,Mike McGee,Mike McGee (basketball),United States of America,Tyler,English,male,29 July 1959,196 centimetre,86 kilogram,1981,1992,,,Omaha North High School; University of Michigan
Q1606849,Doug Smith,Doug Smith (basketball),United States of America,Detroit,English,male,17 September 1969,208 centimetre,100 kilogram,1991,2005,Doug,,University of Missouri; Mackenzie High School
Q1606859,Paul Walther,Paul Walther,United States of America,Covington,English,male,23 March 1927,188 centimetre,73 kilogram,1949,1955,,,"University of Tennessee, Knoxville; Covington Catholic High School"
Q1590021,Joel Freeland,Joel Freeland,United Kingdom,Farnham,,male,07 February 1987,208 centimetre,114 kilogram,2005,2017,,,Farnham Heath End School
Q1606779,Paul Noel,Paul Noel,United States of America,Midway,English,male,04 August 1924,193 centimetre,84 kilogram,1947,1952,,,University of Kentucky
Q1607991,Byron Houston,Byron Houston,United States of America,Watonga,English,male,22 November 1969,196 centimetre,113 kilogram,1992,2001,,,Oklahoma State University–Stillwater
Q1608378,Dick Groat,Dick Groat,United States of America,Wilkinsburg,English,male,04 November 1930,180 centimetre,82 kilogram,19 June 1952,,,,Duke University
Q1608479,Donnie Freeman,Donnie Freeman,United States of America,Madison,English,male,18 July 1944,190 centimetre,84 kilogram,1967,1976,,,University of Illinois at Urbana–Champaign
Q1608912,Julius Keye,Julius Keye,United States of America,Toccoa,English,male,05 September 1946,208 centimetre,91 kilogram,,,,,Alcorn State University; South Carolina State University
Q1608898,Willie Wise,Willie Wise,United States of America,San Francisco,English,male,03 March 1947,196 centimetre,95 kilogram,1969,1977,,,Balboa High School; Drake University
Q1609491,Curtis Rowe,Curtis Rowe,United States of America,Bessemer,English,male,02 July 1949,201 centimetre,102 kilogram,,1979,,,"John C. Fremont High School; University of California, Los Angeles"
Q1609268,Dave Budd,Dave Budd,United States of America,Woodbury,English,male,28 October 1938,198 centimetre,93 kilogram,1960,1966,,,Woodbury Junior-Senior High School; Wake Forest University
Q45765072,Billy Garrett Jr.,Billy Garrett Jr.,United States of America,Chicago,,male,16 October 1994,198 centimetre,95 kilogram,2017,,,,DePaul University; Morgan Park High School
Q47086923,Mychal Mulder,Mychal Mulder,Canada,Toronto,,male,12 June 1994,191 centimetre,83 kilogram,,,,,University of Kentucky; Vincennes University; Catholic Central High School
Q1605786,Mike Sojourner,Mike Sojourner,United States of America,Germantown,English,male,16 October 1953,206 centimetre,102 kilogram,1974,1977,,,University of Utah; Germantown High School
Q1606788,George Senesky,George Senesky,United States of America,Mahanoy City,English,male,04 April 1922,188 centimetre,81 kilogram,1945,1954,,,Saint Joseph's University
Q1606800,Joe Hutton,Joe Hutton (basketball),United States of America,Excelsior,English,male,06 October 1928,185 centimetre,77 kilogram,1950,1952,,,Hamline University
Q1606834,Leo Barnhorst,Leo Barnhorst,United States of America,Indianapolis,English,male,11 May 1924,193 centimetre,86 kilogram,1949,1954,,,University of Notre Dame; Cathedral High School
Q1607201,Franklin Edwards,Franklin Edwards,United States of America,New York City,English,male,02 February 1959,185 centimetre,77 kilogram,1981,1988,,,Cleveland State University
Q1607214,Derrick Alston,Derrick Alston,United States of America,The Bronx,English,male,20 August 1972,211 centimetre,103 kilogram,1990,2012,,,Hoboken High School; Duquesne University
Q1607728,Dudley Bradley,Dudley Bradley,United States of America,Baltimore,English,male,19 March 1957,198 centimetre,89 kilogram,1979,1993,,,University of North Carolina at Chapel Hill; Edgewood High School
Q1608147,Eddie Miles,Eddie Miles,United States of America,North Little Rock,English,male,05 July 1940,193 centimetre,89 kilogram,1963,1972,,,Seattle University; North Little Rock High School
Q1608824,Billy Paultz,Billy Paultz,United States of America,River Edge,English,male,30 July 1948,211 centimetre,107 kilogram,1970,1985,The Whopper,,St. John's University; Cameron University; River Dell Regional High School
Q1609283,Greg Buckner,Greg Buckner,United States of America,Hopkinsville,English,male,16 September 1976,193 centimetre,95 kilogram,1998,2009,,,Clemson University; University Heights Academy
Q1606354,"John ""Hot Rod"" Williams",John %22Hot Rod%22 Williams,United States of America,Sorrento,English,male,09 August 1962,211 centimetre,98 kilogram,1985,1999,,,Tulane University; St. Amant High School
Q1609451,Jay Humphries,Jay Humphries,United States of America,Los Angeles,English,male,17 October 1962,191 centimetre,84 kilogram,1984,1995,,,Inglewood High School; University of Colorado Boulder
Q1610065,Lance Allred,Lance Allred,Mexico; United States of America,Salt Lake City,English,male,02 February 1981,211 centimetre,122 kilogram,2005,2016,,,University of Utah; Weber State University
Q1609507,John Block,John Block (basketball),United States of America,Los Angeles,English,male,16 April 1944,206 centimetre,94 kilogram,1966,1976,Bronco,,University of Southern California
Q44968365,Landry Shamet,Landry Shamet,United States of America,Kansas City,,male,13 March 1997,196 centimetre,85 kilogram,2018,,,,Wichita State University; Park Hill High School
Q47543119,Deividas Sirvydis,Deividas Sirvydis,Lithuania,Vilnius,,male,10 June 2000,2.04 metre,86 kilogram,2015,,,,
Q47299742,Yante Maten,Yante Maten,United States of America,Pontiac,,male,14 August 1996,203 centimetre,109 kilogram,2018,,,,Bloomfield Hills High School; University of Georgia; Lahser High School
Q39072464,Deonte Burton,"Deonte Burton (basketball, born 1994)",United States of America,Milwaukee,,male,31 January 1994,77 inch,250 pound,2017,,,,Iowa State University; Marquette University; Harold S. Vincent High School
Q47492916,Romeo Langford,Romeo Langford,United States of America,New Albany,,male,25 October 1999,198 centimetre,88 kilogram,2019,,,,Indiana University Bloomington; New Albany High School
Q47532134,Vernon Carey Jr.,Vernon Carey Jr.,United States of America,Southwest Ranches,,male,25 February 2001,208 centimetre,270 pound,,,,,Duke University; University School of Nova Southeastern University
Q39072103,Matt Williams,Matt Williams (basketball),United States of America,Orlando,,male,14 October 1993,77 inch,210 pound,2017,,,,University of Central Florida; Jones High School
Q39073780,Ben Moore,Ben Moore (basketball),United States of America,Bolingbrook,,male,13 May 1995,80 inch,100 kilogram,2017,,,,Southern Methodist University; Bolingbrook High School
Q1609980,Jack Nichols,Jack Nichols (basketball),United States of America,Coos Bay,English,male,09 April 1926,201 centimetre,101 kilogram,1948,1958,,,University of Washington; Everett High School
Q46704885,Jordan Loyd,Jordan Loyd,United States of America,Atlanta,,male,27 July 1993,193 centimetre,95 kilogram,2016,,,,Milton High School; Furman University
Q1608798,Roger Brown,"Roger Brown (basketball, born 1942)",United States of America,Brooklyn,English,male,22 May 1942,196 centimetre,93 kilogram,1967,1975,The Rajah,,George W. Wingate High School
Q1606707,Dick Schnittker,Dick Schnittker,United States of America,Kelleys Island,English,male,27 May 1928,196 centimetre,91 kilogram,1950,1958,,,Ohio State University
Q1606753,Dave Jamerson,Dave Jamerson,United States of America,Clarksburg,English,male,13 August 1967,196 centimetre,86 kilogram,1990,1994,,,Stow-Munroe Falls High School; Ohio University
Q1606826,Clyde Lee,Clyde Lee,United States of America,Nashville,English,male,14 March 1944,208 centimetre,93 kilogram,1966,1976,,,Vanderbilt University; Franklin Road Academy
Q1606842,Joe McNamee,Joe McNamee,United States of America,San Francisco,English,male,24 September 1926,198 centimetre,95 kilogram,1950,1952,,,University of San Francisco; St. Ignatius College Preparatory
Q1607296,Billy Gabor,Billy Gabor,United States of America,Binghamton,English,male,13 May 1922,180 centimetre,77 kilogram,1948,1955,,,Binghamton High School; Syracuse University
Q1607286,Kedrick Brown,Kedrick Brown,United States of America,Zachary,English,male,18 March 1981,201 centimetre,101 kilogram,2001,2005,,,Zachary High School; Northwest Florida State College
Q1608041,Terry Tyler,Terry Tyler,United States of America,Detroit,English,male,30 October 1956,201 centimetre,98 kilogram,1978,1992,,,University of Detroit Mercy; Northwestern High School
Q1608491,Mike Davis,"Mike Davis (basketball, born 1946)",United States of America,Brooklyn,English,male,26 July 1946,190 centimetre,84 kilogram,1969,1973,,,
Q1608950,Warren Jabali,Warren Jabali,United States of America,Kansas City,English,male,29 August 1946,188 centimetre,91 kilogram,1968,1975,,,Central High School; Wichita State University
Q1609464,Dick Ricketts,Dick Ricketts,United States of America,Pottstown,English,male,04 December 1933,201 centimetre,98 kilogram,1955,1958,,,Duquesne University
Q1606682,Don Sunderlage,Don Sunderlage,United States of America,Roselle,English,male,20 December 1929,185 centimetre,82 kilogram,1953,1955,,,University of Illinois at Urbana–Champaign; Elgin High School
Q1607059,Arnie Johnson,Arnie Johnson,United States of America,Gonvick,English,male,16 May 1920,196 centimetre,107 kilogram,1946,1953,,,Bemidji State University
Q1607188,George T. Johnson,George T. Johnson,United States of America,Tylertown,,male,18 December 1948,211 centimetre,93 kilogram,1972,,,,Dillard University
Q1607317,Orien Greene,Orien Greene,United States of America,Gainesville,English,male,04 February 1982,193 centimetre,95 kilogram,2005,2017,,,University of Florida; Gainesville High School
Q1607761,Bob Gross,Bob Gross,United States of America,San Pedro,English,male,03 August 1953,198 centimetre,91 kilogram,1975,1983,,,Seattle University
Q1608253,Bob Netolicky,Bob Netolicky,United States of America,San Francisco,English,male,02 August 1942,206 centimetre,100 kilogram,1967,1976,,,Drake University; Washington High School
Q1608322,Clifford Rozier,Clifford Rozier,United States of America,Bradenton,English,male,31 October 1972,211 centimetre,111 kilogram,,,,,University of North Carolina at Chapel Hill; Southeast High School
Q1607997,Greg Minor,Greg Minor,United States of America,Sandersville,English,male,18 September 1971,198 centimetre,95 kilogram,1994,1999,,,University of Phoenix; Washington County High School; University of Louisville
Q39074241,Vincent Edwards,Vincent Edwards (basketball),United States of America,Middletown,,male,05 April 1996,80 inch,102 kilogram,2018,,,,Middletown High School; Purdue University
Q1608677,Ryan Bowen,Ryan Bowen,United States of America,Fort Madison,English,male,20 November 1975,201 centimetre,98 kilogram,1998,2009,,,Fort Madison High School; University of Iowa
Q1606866,Don Ohl,Don Ohl,United States of America,Murphysboro,English,male,18 April 1936,190 centimetre,86 kilogram,1959,1970,,,Edwardsville High School; University of Illinois at Urbana–Champaign
Q1606745,Richie Regan,Richie Regan,United States of America,Newark,English,male,30 November 1930,188 centimetre,82 kilogram,1955,1959,,,West Side High School; Seton Hall University
